,bizesNm,indsLclsNm,indsSclsNm,rdnmAdr,lon,lat
311,J.COB살롱,생활서비스,여성미용실,서울특별시 동작구 상도로 267,126.947668563072,37.5035722997959
312,지에스투자대부,부동산,건물분양-종합,서울특별시 동작구 사당로2길 2-32,126.959549898879,37.4941894924403
313,리코스타코인노래연습장,관광/여가/오락,노래방,서울특별시 동작구 사당로 18,126.956222330577,37.4952053569305
314,영진식품,소매,식료품점,서울특별시 동작구 상도로38길 42,126.948121615696,37.5011074614555
315,정담에프앤비,소매,식료품점,서울특별시 동작구 상도로53길 65,126.95379634446,37.5029239135826
316,두찜동작,음식,한식/백반/한정식,서울특별시 동작구 상도로47길 18,126.951835161575,37.5000141595802
317,다성반점,음식,중국음식/중국집,서울특별시 동작구 상도로37길 54,126.951619706527,37.4992463555917
318,도담죽,음식,죽전문점,서울특별시 동작구 상도로47길 17,126.951663398663,37.5001658137609
319,배달의쌀국수,음식,동남아음식전문점,서울특별시 동작구 상도로37길 23,126.949902390548,37.5015467984095
320,따로닭,음식,한식/백반/한정식,서울특별시 동작구 상도로47길 13,126.951541528788,37.4999845222717
321,전주집순대,음식,순대전문점,서울특별시 동작구 상도로47길 19,126.951753107977,37.5002206728285
322,닭볶음탕과낙곱새,음식,한식/백반/한정식,서울특별시 동작구 상도로37길 55,126.951867097023,37.4993476663585
323,길순분식,음식,라면김밥분식,서울특별시 동작구 상도로37길 80,126.9533199497,37.4973512074646
324,커미유,음식,커피전문점/카페/다방,서울특별시 동작구 상도로67길 7,126.956340270618,37.494044043767
325,Gustoria,음식,정통양식/경양식,서울특별시 동작구 양녕로 277,126.949264539825,37.5042893251257
326,투앤나인,음식,커피전문점/카페/다방,서울특별시 동작구 매봉로 1,126.949949277383,37.5054667771814
327,족발야시장,음식,족발/보쌈전문,서울특별시 동작구 양녕로 277,126.949264539825,37.5042893251257
328,에덴옷수선,생활서비스,옷수선,서울특별시 동작구 매봉로 61,126.951526793498,37.5075081490679
329,KIS정보통신미니스톱,소매,편의점,서울특별시 동작구 흑석로 13,126.952183431975,37.5050360925087
330,배달삼겹직구삼동작직영점,음식,갈비/삼겹살,서울특별시 동작구 상도로37길 44,126.951033294546,37.499934957785
331,종부네,음식,한식/백반/한정식,서울특별시 동작구 상도로60길 7-1,126.954355227192,37.4944770153083
332,어반스시&참치,음식,참치전문점,서울특별시 동작구 상도로62길 69,126.952271731647,37.4970986317159
333,유후점핑다이어트,소매,다이어트상품판매,서울특별시 동작구 양녕로 248,126.94686889556,37.5025289671826
334,탕화쿵푸숭실대직영점,음식,중국음식/중국집,서울특별시 동작구 사당로 12,126.955644649769,37.495272335358
335,상도커피,음식,커피전문점/카페/다방,서울특별시 동작구 상도로 341-1,126.952451754121,37.4979742465559
336,달쿠마,음식,제과점,서울특별시 동작구 상도로 392-20,126.954303715525,37.4941161391762
337,익스큐즈미,음식,커피전문점/카페/다방,서울특별시 동작구 양녕로 274,126.949530447738,37.5038772078004
338,공부하기좋은카페오늘,음식,커피전문점/카페/다방,서울특별시 동작구 사당로 56,126.960551125201,37.4945677372605
339,초밥이야기,음식,음식점-초밥전문,서울특별시 동작구 사당로 10,126.955417874259,37.4953153828367
340,샹떼피시방,관광/여가/오락,인터넷PC방,서울특별시 동작구 상도로37길 60,126.951952675112,37.4988888903899
341,프레스티지어린이집,학문/교육,어린이집,서울특별시 동작구 상도로 346-2,126.948256063309,37.4947472496219
342,하늘다리PC방,관광/여가/오락,인터넷PC방,서울특별시 동작구 사당로 4,126.954839940859,37.4954003760894
343,릿잇커피,음식,커피전문점/카페/다방,서울특별시 동작구 상도로47바길 48,126.953294857461,37.5040097402062
344,미하벨,음식,제과점,서울특별시 동작구 상도로61길 32,126.956612673245,37.4947853114879
345,레지던스홀식당,음식,구내식당/자급식음식점,서울특별시 동작구 상도로 369,126.955142364475,37.4964212381391
346,겹,음식,한식/백반/한정식,서울특별시 동작구 상도로47길 4,126.951434873169,37.4995240403887
347,브레댄코,음식,커피전문점/카페/다방,서울특별시 동작구 상도로 272,126.947685056343,37.5032030168133
348,쉐프윤찹쌀고로케,음식,한식/백반/한정식,서울특별시 동작구 상도로37길 63,126.952486413583,37.4987314356405
349,아키라,음식,음식점-일식,서울특별시 동작구 상도로61길 22,126.956022309087,37.4949512953167
350,참베이커리,음식,제과점,서울특별시 동작구 상도로37길 78,126.953250971622,37.4974316907602
351,모코커피창고,음식,커피전문점/카페/다방,서울특별시 동작구 상도로37길 31,126.950362291179,37.5010102564342
352,고돼지,음식,한식/백반/한정식,서울특별시 동작구 상도로 341,126.952371214988,37.4980726477925
353,펍캐리온,음식,호프/맥주,서울특별시 동작구 상도로 368,126.953589588074,37.4958578532161
354,빈,음식,한식/백반/한정식,서울특별시 동작구 상도로 341-2,126.952541335596,37.4980381143955
355,스테이선샤인,음식,커피전문점/카페/다방,서울특별시 동작구 상도로45길 13,126.951001351317,37.5006014505996
356,오늘밀크티,음식,한식/백반/한정식,서울특별시 동작구 상도로61길 26,126.956181239066,37.4949076472032
357,도담도담,음식,제과점,서울특별시 동작구 상도로56길 6,126.95255695797,37.4961100061733
358,화옌옌,음식,중국음식/중국집,서울특별시 동작구 상도로 275,126.948242967973,37.5029376711093
359,리스트레토커피,소매,여성의류전문점,서울특별시 동작구 상도로 369,126.955142364475,37.4964212381391
360,명랑핫도그,음식,핫도그,서울특별시 동작구 양녕로 278,126.949776840791,37.5040505979678
361,케이크팝,음식,한식/백반/한정식,서울특별시 동작구 사당로 28,126.957436230114,37.494927740121
362,에이프릴유,생활서비스,여성미용실,서울특별시 동작구 상도로56길 6,126.95255695797,37.4961100061733
363,미니밈케이크,음식,커피전문점/카페/다방,서울특별시 동작구 상도로 264,126.94711456696,37.5035583525859
364,정정아식당,음식,한식/백반/한정식,서울특별시 동작구 흑석로 4,126.951159241319,37.5046755938561
365,어블리,음식,한식/백반/한정식,서울특별시 동작구 상도로 296,126.94895653246,37.501250050566
366,다가미,음식,라면김밥분식,서울특별시 동작구 상도로 357,126.95349547457,37.4969292690837
367,투다리,음식,꼬치구이전문점,서울특별시 동작구 사당로 24,126.957015853167,37.4950681974796
368,펠어커피,음식,커피전문점/카페/다방,서울특별시 동작구 상도로41가길 12,126.950389698337,37.5030919231048
369,프렌밀리,음식,한식/백반/한정식,서울특별시 동작구 양녕로 271,126.948893751366,37.5041148270387
370,매머드익스프레스,음식,커피전문점/카페/다방,서울특별시 동작구 사당로 24,126.957015853167,37.4950681974796
371,임종예밥집,음식,한식/백반/한정식,서울특별시 동작구 상도로60길 9-1,126.95432369206,37.4943055365954
372,바른탕수육,음식,탕수육전문점,서울특별시 동작구 양녕로 253,126.947110723221,37.5030266996822
373,걸작떡볶이,음식,떡볶이전문,서울특별시 동작구 상도로 311,126.950496392003,37.5003176400665
374,달달,음식,한식/백반/한정식,서울특별시 동작구 사당로 32-1,126.957990165567,37.4949416380071
375,웅묘탕포관,음식,중국음식/중국집,서울특별시 동작구 사당로 12,126.955644649769,37.495272335358
376,밥숯돌,음식,한식/백반/한정식,서울특별시 동작구 상도로61길 43,126.957267496597,37.4948631773276
377,싹쓰리,음식,한식/백반/한정식,서울특별시 동작구 상도로67길 19,126.956323321531,37.4944493667908
378,무음,음식,한식/백반/한정식,서울특별시 동작구 흑석로 24-1,126.953339452015,37.504866131761
379,팜카페,음식,커피전문점/카페/다방,서울특별시 동작구 상도로 272,126.947685056343,37.5032030168133
380,파스타앤볶음밥,음식,스파게티전문점,서울특별시 동작구 상도로37길 60,126.951952675112,37.4988888903899
381,배달짜글오짜글,음식,한식/백반/한정식,서울특별시 동작구 상도로 387-1,126.955427913178,37.4945946312759
382,짙은,음식,한식/백반/한정식,서울특별시 동작구 상도로37길 69,126.952740849842,37.4983282192451
383,브릿지엣지,음식,커피전문점/카페/다방,서울특별시 동작구 상도로53길 70,126.954479883038,37.5025695459181
384,밤골하우스,음식,라면김밥분식,서울특별시 동작구 매봉로 72,126.951599279953,37.5079863480246
385,투디,음식,커피전문점/카페/다방,서울특별시 동작구 상도로 285,126.948876052488,37.5021503833705
386,에버에버에프터,음식,커피전문점/카페/다방,서울특별시 동작구 상도로61가길 6,126.95768194879,37.4943352150059
387,"유나,온",음식,제과점,서울특별시 동작구 상도로 320,126.949880752853,37.4998616441627
388,이마트,소매,할인점,서울특별시 동작구 상도로62길 10,126.95416777767,37.4949439021512
389,로켓샌드위치커피,음식,커피전문점/카페/다방,서울특별시 동작구 상도로 406-1,126.956128922936,37.4929789366117
390,덮다,음식,한식/백반/한정식,서울특별시 동작구 상도로38가길 5,126.947582214291,37.502472251183
